id;master_category;subcategory;product_id;product_name;product_regular_price;product_regular_price_pln;product_promo_price;product_promo_price_pln;country;regular_price_diff_to_poland;promo_price_diff_to_poland;diff_regular_to_promo_price
0;SALE;COATS;7901653;FAUX FUR COAT;349.0;349.0;199.0;199.0;Poland;0.0;0.0;150.0
1;SALE;COATS;8208408;DOUBLE-BREASTED FAUX FUR COAT;349.0;349.0;229.0;229.0;Poland;0.0;0.0;120.0
2;SALE;COATS;6452680;FAUX FUR COAT;349.0;349.0;229.0;229.0;Poland;0.0;0.0;120.0
3;SALE;COATS;7905017;CHECK COAT WITH BELT;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
4;SALE;COATS;7896515;LOOSE-FITTING COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
5;SALE;COATS;8208390;BUTTONED COAT;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
6;SALE;COATS;6451384;DOUBLE-BREASTED FAUX FUR COAT;249.0;249.0;199.0;199.0;Poland;0.0;0.0;50.0
7;SALE;COATS;6452598;FAUX FUR COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
8;SALE;COATS;7612016;CHECK COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
9;SALE;COATS;7546026;MASCULINE COAT;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
10;SALE;COATS;8208237;CABLE KNIT CARDIGAN;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
11;SALE;COATS;7726551;HOODED DOWN PARKA;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
12;SALE;COATS;8208383;QUILTED PARKA WITH HOOD;349.0;349.0;249.0;249.0;Poland;0.0;0.0;100.0
13;SALE;COATS;8290087;FAUX FUR JACKET;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
14;SALE;COATS;6453822;QUILTED PARKA WITH HOOD;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
15;SALE;COATS;7327587;LONG CARDIGAN WITH METALLIC THREAD;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
16;SALE;COATS;7971039;WOOL COAT WITH WRAPAROUND COLLAR;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
17;SALE;COATS;8181004;DOUBLE-BREASTED FAUX FUR COAT;249.0;249.0;199.0;199.0;Poland;0.0;0.0;50.0
18;SALE;COATS;8256532;FAUX FUR COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
19;SALE;COATS;7061580;CONTRASTING TEXTURED FROCK COAT;399.0;399.0;249.0;249.0;Poland;0.0;0.0;150.0
20;SALE;COATS;7232643;CHECKED DOUBLE-BREASTED COAT;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
21;SALE;COATS;7192039;LEOPARD PRINT JACQUARD COAT;199.0;199.0;159.0;159.0;Poland;0.0;0.0;40.0
22;SALE;COATS;8046654;FAUX FUR JACKET;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
23;SALE;COATS;8290140;FAUX FUR COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
24;SALE;COATS;7718565;BUTTONED COAT;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
25;SALE;COATS;8344503;QUILTED WATER-RESISTANT PARKA WITH HOOD;399.0;399.0;229.0;229.0;Poland;0.0;0.0;170.0
26;SALE;COATS;6454938;HOODED DOWN PARKA;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
27;SALE;COATS;8062784;FAUX FUR COAT;349.0;349.0;199.0;199.0;Poland;0.0;0.0;150.0
28;SALE;COATS;7770728;QUILTED PARKA WITH HOOD;349.0;349.0;249.0;249.0;Poland;0.0;0.0;100.0
29;SALE;COATS;7711036;COAT WITH POCKETS;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
30;SALE;COATS;6483699;SHORT TRENCH COAT;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
31;SALE;COATS;8208042;MASCULINE COAT;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
32;SALE;COATS;8208156;WATER-REPELLENT QUILTED PARKA;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
33;SALE;COATS;8208747;CABLE KNIT CARDIGAN;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
34;SALE;COATS;7735519;TEXTURED PUFFER RAINCOAT;349.0;349.0;199.0;199.0;Poland;0.0;0.0;150.0
35;SALE;COATS;7902520;DOUBLE-SIDED FAUX FUR COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
36;SALE;COATS;7619511;LIMITED EDITION CARDIGAN WITH POCKETS;249.0;249.0;139.0;139.0;Poland;0.0;0.0;110.0
37;SALE;COATS;8344612;LIMITED EDITION CARDIGAN WITH POCKETS;249.0;249.0;139.0;139.0;Poland;0.0;0.0;110.0
38;SALE;COATS;8344059;CREASED-EFFECT TRENCH COAT;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
39;SALE;COATS;8347025;BUTTONED DOUBLE-BREASTED COAT;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
40;SALE;COATS;6452798;CAPE WITH FAUX FUR COLLAR;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
41;SALE;COATS;7971040;COAT WITH WRAP COLLAR;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
42;SALE;COATS;8046039;DOWN PUFFER COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
43;SALE;COATS;7770830;WATER-REPELLENT QUILTED PARKA;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
44;SALE;COATS;6454954;QUILTED PARKA WITH HOOD;349.0;349.0;249.0;249.0;Poland;0.0;0.0;100.0
45;SALE;COATS;8046021;HIGH COLLAR PUFFER JACKET;349.0;349.0;249.0;249.0;Poland;0.0;0.0;100.0
46;SALE;COATS;6451173;SHORT PARKA;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
47;SALE;COATS;7896510;CONTRASTING TEXTURED FROCK COAT;399.0;399.0;249.0;249.0;Poland;0.0;0.0;150.0
48;SALE;COATS;8111475;SNAKESKIN PRINT PUFFER JACKET;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
49;SALE;COATS;7781001;SNAKESKIN PRINT PUFFER JACKET;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
50;SALE;COATS;8381541;TEXTURED LEOPARD PRINT COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
51;SALE;COATS;8014234;TEXTURED LEOPARD PRINT COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
52;SALE;COATS;8290659;CHECK COAT;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
53;SALE;COATS;8381596;CREASED-EFFECT TRENCH COAT;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
54;SALE;COATS;8344123;CHECK COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
55;SALE;COATS;8380623;CHECK COAT WITH BELT;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
56;SALE;COATS;8290725;WATER-REPELLENT QUILTED PARKA;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
57;SALE;COATS;6451304;WATER-REPELLENT QUILTED PARKA;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
58;SALE;COATS;8437606;INVERTED LAPEL FROCK COAT;299.0;299.0;139.0;139.0;Poland;0.0;0.0;160.0
59;SALE;COATS;8437605;INVERTED LAPEL FROCK COAT;299.0;299.0;139.0;139.0;Poland;0.0;0.0;160.0
60;SALE;COATS;8344616;ANIMAL PRINT COAT;229.0;229.0;159.0;159.0;Poland;0.0;0.0;70.0
61;SALE;COATS;7767292;WATER-REPELLENT QUILTED PARKA;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
62;SALE;COATS;8344120;HERRINGBONE COAT;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
63;SALE;COATS;8344620;ROLL NECK CAPE;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
64;SALE;COATS;7250027;DOUBLE-BREASTED CORDUROY COAT;399.0;399.0;249.0;249.0;Poland;0.0;0.0;150.0
65;SALE;COATS;7605515;DOUBLE-BREASTED CORDUROY COAT;399.0;399.0;249.0;249.0;Poland;0.0;0.0;150.0
66;SALE;COATS;7749516;ANIMAL PRINT COAT;349.0;349.0;199.0;199.0;Poland;0.0;0.0;150.0
67;SALE;COATS;6454006;CONTRAST CHECK PARKA;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
68;SALE;COATS;7971021;HERRINGBONE COAT;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
69;SALE;COATS;7749571;TEXTURED BUTTON-UP COAT;349.0;349.0;199.0;199.0;Poland;0.0;0.0;150.0
70;SALE;COATS;8188210;SHORT PARKA;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
71;SALE;COATS;6450056;FAUX SUEDE LONG COAT;249.0;249.0;199.0;199.0;Poland;0.0;0.0;50.0
72;SALE;COATS;6451863;COAT WITH WRAP COLLAR;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
73;SALE;COATS;8347024;BUTTONED DOUBLE-BREASTED COAT;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
74;SALE;COATS;8158978;COAT WITH POCKETS;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
75;SALE;COATS;7551109;TEXTURED LEOPARD PRINT COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
76;SALE;COATS;8111182;QUILTED PARKA;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
77;SALE;COATS;7788015;CHECK COAT;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
78;SALE;COATS;7327588;LONG CARDIGAN WITH METALLIC THREAD;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
79;SALE;COATS;6454423;CAPE COAT;399.0;399.0;249.0;249.0;Poland;0.0;0.0;150.0
80;SALE;COATS;7971503;ANIMAL PRINT JACQUARD WAISTCOAT;139.0;139.0;89.9;89.9;Poland;0.0;0.0;49.1
81;SALE;COATS;7645561;CHECK COAT;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
82;SALE;COATS;7971030;FAUX FUR BIKER JACKET;399.0;399.0;249.0;249.0;Poland;0.0;0.0;150.0
83;SALE;COATS;7346070;HERRINGBONE COAT;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
84;SALE;COATS;6451855;WOOL COAT WITH WRAPAROUND COLLAR;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
85;SALE;COATS;7564531;FAUX FUR COAT;349.0;349.0;199.0;199.0;Poland;0.0;0.0;150.0
86;SALE;COATS;7554037;ANIMAL PRINT JACQUARD WAISTCOAT;139.0;139.0;89.9;89.9;Poland;0.0;0.0;49.1
87;SALE;COATS;8346527;BUTTONED DOUBLE-BREASTED COAT;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
88;SALE;COATS;7971291;WOOL COAT WITH WRAPAROUND COLLAR;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
89;SALE;COATS;7269046;CHECKED COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
90;SALE;COATS;6621555;WIDE LAPEL COAT;89.9;89.9;69.9;69.9;Poland;0.0;0.0;20.0
91;SALE;COATS;6453383;DOWN PUFFER COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
92;SALE;COATS;6682560;CONTRASTING BIKER COAT;549.0;549.0;349.0;349.0;Poland;0.0;0.0;200.0
93;SALE;COATS;7682275;MASCULINE HERRINGBONE COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
94;SALE;COATS;6522651;FAUX LEATHER PUFFER JACKET;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
95;SALE;COATS;7107188;CABLE KNIT CARDIGAN;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
96;SALE;COATS;6662084;LONG TRENCH COAT;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
97;SALE;COATS;7682241;CHECKED DOUBLE-BREASTED TRENCH COAT;399.0;399.0;249.0;249.0;Poland;0.0;0.0;150.0
98;SALE;COATS;7901542;CONTRAST CHECK PARKA;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
99;SALE;COATS;7767357;CHECKED DOUBLE-BREASTED COAT;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
100;SALE;COATS;7770884;CABLE KNIT CARDIGAN;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
101;SALE;COATS;7767069;DOUBLE-SIDED FAUX FUR COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
102;SALE;COATS;7637582;LOOSE-FITTING COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
103;SALE;COATS;6452134;SHORT CHECK TRENCH COAT;249.0;249.0;139.0;139.0;Poland;0.0;0.0;110.0
104;SALE;COATS;7767284;CHECKED DOUBLE-BREASTED TRENCH COAT;399.0;399.0;249.0;249.0;Poland;0.0;0.0;150.0
105;SALE;COATS;6522539;TEXTURED PUFFER JACKET;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
106;SALE;COATS;7770524;COAT WITH WRAP COLLAR;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
107;SALE;COATS;7439509;SHORT COAT WITH WRAPAROUND COLLAR;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
108;SALE;COATS;7046105;HOODED COAT;349.0;349.0;199.0;199.0;Poland;0.0;0.0;150.0
109;SALE;COATS;6454688;COAT WITH WRAP COLLAR;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
110;SALE;COATS;7757581;COAT WITH WRAP COLLAR;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
111;SALE;COATS;6451444;QUILTED PARKA;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
112;SALE;COATS;6451305;WATER-REPELLENT QUILTED PARKA;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
113;SALE;COATS;6469754;LONG WATER-RESISTANT PARKA;349.0;349.0;199.0;199.0;Poland;0.0;0.0;150.0
114;SALE;COATS;7767293;CHECKED DOUBLE-BREASTED COAT;499.0;499.0;349.0;349.0;Poland;0.0;0.0;150.0
115;SALE;COATS;7439508;SHORT COAT WITH WRAPAROUND COLLAR;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
116;SALE;COATS;7770723;CONTRASTING BIKER COAT;549.0;549.0;349.0;349.0;Poland;0.0;0.0;200.0
117;SALE;COATS;7757651;QUILTED PARKA WITH HOOD;349.0;349.0;249.0;249.0;Poland;0.0;0.0;100.0
118;SALE;COATS;7107189;CABLE KNIT CARDIGAN;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
119;SALE;COATS;6452178;TEXTURED PUFFER RAINCOAT;349.0;349.0;199.0;199.0;Poland;0.0;0.0;150.0
120;SALE;COATS;7536515;WAISTCOAT WITH BELT;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
121;SALE;COATS;7378574;CHECKED DOUBLE-BREASTED COAT;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
122;SALE;COATS;6453781;DOUBLE-BREASTED BELTED COAT;549.0;549.0;349.0;349.0;Poland;0.0;0.0;200.0
123;SALE;COATS;7527508;INVERTED LAPEL FROCK COAT;299.0;299.0;139.0;139.0;Poland;0.0;0.0;160.0
124;SALE;COATS;7397595;INVERTED LAPEL FROCK COAT;299.0;299.0;139.0;139.0;Poland;0.0;0.0;160.0
125;SALE;COATS;7491514;KNIT COAT WITH CHAIN DETAIL;89.9;89.9;69.9;69.9;Poland;0.0;0.0;20.0
126;SALE;COATS;7770585;LEOPARD PRINT FAUX FUR VEST;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
127;SALE;COATS;6455225;SHORT PARKA;109.0;109.0;69.9;69.9;Poland;0.0;0.0;39.1
128;SALE;COATS;7078083;WRAPAROUND COLLAR ANORAK;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
129;SALE;COATS;7705654;HERRINGBONE INVERTED LAPEL COAT;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
130;SALE;COATS;7681542;HERRINGBONE INVERTED LAPEL COAT;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
131;SALE;COATS;6448528;TEXTURED LEOPARD PRINT COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
132;SALE;COATS;6451889;PUFFER JACKET WITH HOOD;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
133;SALE;COATS;7368042;HERRINGBONE INVERTED LAPEL COAT;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
134;SALE;COATS;7127074;MASCULINE HERRINGBONE COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
135;SALE;COATS;6454928;ZIP-UP DOWN PUFFER JACKET;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
136;SALE;COATS;6449579;HOODED DOWN PUFFER JACKET;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
137;SALE;COATS;6483703;LEOPARD PRINT FAUX FUR VEST;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
138;SALE;COATS;6448981;HOODED DOWN PUFFER JACKET;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
139;SALE;COATS;7127141;HOODED DOUBLE-SIDED CAPE;249.0;249.0;139.0;139.0;Poland;0.0;0.0;110.0
140;SALE;COATS;6449202;DOUBLE-SIDED FAUX FUR COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
141;SALE;COATS;6483729;TOGGLE COAT;349.0;349.0;199.0;199.0;Poland;0.0;0.0;150.0
142;SALE;COATS;6450176;HOODED DOWN PARKA;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
143;SALE;COATS;6645035;SHORT COAT WITH STRIPES;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
144;SALE;COATS;6509510;QUILTED PARKA WITH HOOD;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
145;SALE;COATS;7107070;COLOUR BLOCK KNIT COAT;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
146;SALE;COATS;7435766;CHECK COAT WITH TRIMS;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
147;SALE;COATS;7670142;LONG TRENCH COAT;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
148;SALE;COATS;7606563;FAUX SUEDE COAT;139.0;139.0;89.9;89.9;Poland;0.0;0.0;49.1
149;SALE;COATS;6452127;COAT WITH FAUX FUR CUFFS;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
150;SALE;COATS;7682264;OVERSIZED BLAZER IN ZEBRA PRINT JACQUARD;299.0;299.0;139.0;139.0;Poland;0.0;0.0;160.0
151;SALE;COATS;6918576;LEOPARD PRINT JACQUARD COAT;399.0;399.0;249.0;249.0;Poland;0.0;0.0;150.0
152;SALE;COATS;6483664;LIGHTWEIGHT PARKA;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
153;SALE;COATS;6682549;CREASED-EFFECT TRENCH COAT;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
154;SALE;COATS;6582527;ROLL NECK CAPE;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
155;SALE;COATS;6582528;ROLL NECK CAPE;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
156;SALE;COATS;7515022;FAUX FUR BIKER JACKET;399.0;399.0;249.0;249.0;Poland;0.0;0.0;150.0
157;SALE;COATS;7514522;SHORT CHECK TRENCH COAT;249.0;249.0;139.0;139.0;Poland;0.0;0.0;110.0
158;SALE;COATS;6483623;TRENCH COAT WITH PLEAT;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
159;SALE;COATS;6483622;TRENCH COAT WITH PLEAT;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
160;SALE;COATS;7107046;STRIPED KNIT CAPE;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
161;SALE;COATS;7094523;CONTRASTING CABLE-KNIT COAT;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
162;SALE;COATS;7078098;SPECIAL EDITION JACQUARD COAT;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
163;SALE;COATS;6449277;SHORT PARKA;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
164;SALE;COATS;6713088;TEXTURED COAT WITH TIE BELT;139.0;139.0;89.9;89.9;Poland;0.0;0.0;49.1
165;SALE;COATS;6454289;CAPE RAINCOAT;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
166;SALE;COATS;6454290;CAPE RAINCOAT;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
167;SALE;COATS;6867507;QUILTED VELVET PARKA;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
168;SALE;COATS;6452545;HOODED THREE-QUARTER-LENGTH COAT;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
169;SALE;COATS;6453109;WAXED-EFFECT PARKA;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
170;SALE;COATS;6561610;FAUX SUEDE HERRINGBONE COAT;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
171;SALE;COATS;6469611;FAUX SUEDE COAT;139.0;139.0;89.9;89.9;Poland;0.0;0.0;49.1
172;SALE;COATS;6452386;HOODED COAT;139.0;139.0;99.9;99.9;Poland;0.0;0.0;39.1
173;SALE;COATS;7514529;LEOPARD PRINT JACQUARD COAT;199.0;199.0;159.0;159.0;Poland;0.0;0.0;40.0
174;SALE;COATS;7404120;DOUBLE-BREASTED COAT;899.0;899.0;349.0;349.0;Poland;0.0;0.0;550.0
175;SALE;COATS;7404647;SHORT COAT WITH STRIPES;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
176;SALE;COATS;7107066;MASCULINE COAT;399.0;399.0;279.0;279.0;Poland;0.0;0.0;120.0
177;SALE;COATS;7282155;TWEED FROCK COAT WITH CHAIN TRIMS;249.0;249.0;139.0;139.0;Poland;0.0;0.0;110.0
178;SALE;COATS;6452957;TEXTURED FROCK COAT WITH ZIPS;249.0;249.0;139.0;139.0;Poland;0.0;0.0;110.0
179;SALE;COATS;7282156;TWEED FROCK COAT WITH CHAIN TRIMS;249.0;249.0;139.0;139.0;Poland;0.0;0.0;110.0
180;SALE;COATS;7435524;ZIP-UP COAT;349.0;349.0;249.0;249.0;Poland;0.0;0.0;100.0
181;SALE;COATS;7118661;DOUBLE-BREASTED COAT;899.0;899.0;349.0;349.0;Poland;0.0;0.0;550.0
182;SALE;COATS;6888112;ZIP-UP COAT;349.0;349.0;249.0;249.0;Poland;0.0;0.0;100.0
183;SALE;COATS;6662074;CHECK COAT WITH TRIMS;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
184;SALE;COATS;6452388;HOODED COAT;139.0;139.0;99.9;99.9;Poland;0.0;0.0;39.1
185;SALE;COATS;6778056;SPECIAL GARMENT JACQUARD COAT;139.0;139.0;89.9;89.9;Poland;0.0;0.0;49.1
186;SALE;COATS;6452351;INVERTED LAPEL JACQUARD FROCK COAT;249.0;249.0;139.0;139.0;Poland;0.0;0.0;110.0
187;SALE;COATS;6454281;SHORT TRENCH COAT;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
188;SALE;COATS;6949524;FLOWING TRENCH COAT;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
189;SALE;COATS;6682644;LIGHTWEIGHT PARKA;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
190;SALE;COATS;6448992;STRIPED KIMONO;139.0;139.0;99.9;99.9;Poland;0.0;0.0;39.1
191;SALE;COATS;6450213;SEMI-SHEER RAINCOAT;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
192;SALE;COATS;6582538;DOUBLE-BREASTED WAISTCOAT;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
193;SALE;COATS;7392572;SHORT TRENCH COAT;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
194;SALE;COATS;6582710;WAISTCOAT WITH BELT;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
195;SALE;COATS;7311807;WAISTCOAT WITH BELT;249.0;249.0;159.0;159.0;Poland;0.0;0.0;90.0
196;SALE;COATS;6797577;HALTERNECK TUXEDO WAISTCOAT;139.0;139.0;89.9;89.9;Poland;0.0;0.0;49.1
197;SALE;COATS;7298005;LIGHTWEIGHT RAINCOAT;249.0;249.0;139.0;139.0;Poland;0.0;0.0;110.0
198;SALE;COATS;6454037;LIGHTWEIGHT RAINCOAT;249.0;249.0;139.0;139.0;Poland;0.0;0.0;110.0
199;SALE;COATS;6509515;WATER REPELLENT RUBBERIZED PARKA;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
200;SALE;COATS;6509516;WATER REPELLENT RUBBERIZED PARKA;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
201;SALE;COATS;6453818;PUFFER GILET;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
202;SALE;COATS;6453817;PUFFER GILET;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
203;SALE;COATS;6448626;STRIPED TEXTURED WAISTCOAT;199.0;199.0;139.0;139.0;Poland;0.0;0.0;60.0
204;SALE;COATS;6452208;HIGH COLLAR PUFFER JACKET;349.0;349.0;249.0;249.0;Poland;0.0;0.0;100.0
205;SALE;COATS;6448700;FAUX FUR COAT;449.0;449.0;299.0;299.0;Poland;0.0;0.0;150.0
206;SALE;COATS;7769006;ANIMAL PRINT COAT;229.0;229.0;159.0;159.0;Poland;0.0;0.0;70.0
207;SALE;COATS;7770739;QUILTED PARKA WITH HOOD;349.0;349.0;249.0;249.0;Poland;0.0;0.0;100.0
208;SALE;COATS;7668061;KNIT COAT WITH FRINGING;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
209;SALE;COATS;7368002;CABLE KNIT CARDIGAN;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
210;SALE;COATS;7749509;HOODED COAT WITH POCKETS;349.0;349.0;199.0;199.0;Poland;0.0;0.0;150.0
211;SALE;COATS;7901543;DOUBLE-BREASTED BELTED COAT;549.0;549.0;349.0;349.0;Poland;0.0;0.0;200.0
212;SALE;COATS;6450677;OVERSIZED PARKA;349.0;349.0;229.0;229.0;Poland;0.0;0.0;120.0
213;SALE;COATS;6448782;PADDED JACKET WITH POCKETS;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
214;SALE;COATS;8290593;DOUBLE-BREASTED FAUX FUR COAT;349.0;349.0;229.0;229.0;Poland;0.0;0.0;120.0
215;SALE;COATS;7453598;FAUX FUR JACKET;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
216;SALE;COATS;8208722;DOUBLE-BREASTED CHECK THREE-QUARTER-LENGTH COAT;299.0;299.0;199.0;199.0;Poland;0.0;0.0;100.0
217;SALE;COATS;8208202;FAUX FUR COAT;349.0;349.0;229.0;229.0;Poland;0.0;0.0;120.0
218;SALE;COATS;6449597;DOUBLE-BREASTED FAUX FUR COAT;349.0;349.0;229.0;229.0;Poland;0.0;0.0;120.0
219;SALE;COATS;6449596;DOUBLE-BREASTED FAUX FUR COAT;349.0;349.0;229.0;229.0;Poland;0.0;0.0;120.0
